,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,cian_id,adress,longitude,latitude
212,7,11,1,44.89,18404900,Красногвардейский, Стахановцев,1,Новочеркасская,299464106,Стахановцев 1,30.405098,59.929835
213,6,26,1,46.9,13990000,Невский,проспект Обуховской обороны,195,Пролетарская,297872990,проспект Обуховской обороны 195,30.45897,59.869436
214,10,11,1,35.2,10610000,Невский,Октябрьская набережная,86К2,Пролетарская,294777985,Октябрьская набережная 86К2,30.469651,59.872227
215,9,25,1,31.4,6780000,Приморский, Верхне-Каменская,7к1,Комендантский проспект,293041151,Верхне-Каменская 7к1,30.213819,60.037081
216,2,8,1,45.33,20277423,Петроградский,Пионерская ,53,Чкаловская,298529954,Пионерская 53,30.28564,59.960557
217,10,11,1,35.37,10990000,Центральный,Днепропетровская ,7,Лиговский проспект,296992432,Днепропетровская 7,30.361332,59.919175
218,1,17,1,38.4,7107840,Приморский, Ивинская,9,Комендантский проспект,297361142,Ивинская 9,30.132486,60.030645
219,6,8,1,40.55,23660000,Петроградский,набережная Реки Карповки,31к1,Петроградская,299637865,набережная Реки Карповки 31к1,30.304657,59.970339
220,1,6,1,30.3,8500000,Петроградский, Мира,24,Горьковская,294773629,Мира 24,30.322875,59.961557
221,2,11,1,55.77,22386078,Красногвардейский, Стахановцев,1,Новочеркасская,299464134,Стахановцев 1,30.405098,59.929835
222,11,18,1,33.4,7700000,Московский, Среднерогатская,16к2,Звездная,297458707,Среднерогатская 16к2,30.34138,59.822919
223,2,24,1,40.6,6540660,Приморский, Ивинская,19к1,Комендантский проспект,297361030,Ивинская 19к1,30.128021,60.032587
224,15,15,1,38.6,15940000,Красногвардейский,Магнитогорская ,3к2,Новочеркасская,298731633,Магнитогорская 3к2,30.417396,59.936206
225,7,25,1,34.56,19688676,Московский,Алтайская ,39,Московская,297316436,Алтайская 39,30.333134,59.849103
226,2,5,1,31.1,5500000,Кировский, Козлова,27К1,Проспект Ветеранов,270168275,Козлова 27К1,30.221276,59.836102
227,6,23,1,66.5,21147000,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,299451096,аллея Академика Лихачева 7,30.346546,60.002494
228,13,15,1,45.4,7700000,Красносельский,проспект Ветеранов,130,Проспект Ветеранов,297274171,проспект Ветеранов 130,30.173755,59.832593
229,11,15,1,34.3,6800000,Кировский, Лени Голикова,2,Проспект Ветеранов,299071751,Лени Голикова 2,30.229612,59.847878
230,5,25,1,51.7,9461100,Калининский,Светлановский проспект,121к1,Гражданский проспект,292061878,Светлановский проспект 121к1,30.405089,60.046185
231,2,4,1,40.9,15000000,Центральный,Малая Садовая ,4,Гостиный двор,296783105,Малая Садовая 4,30.33811,59.93507
232,9,11,1,46.37,10766000,Невский,Октябрьская набережная,86К2,Пролетарская,296399787,Октябрьская набережная 86К2,30.469651,59.872227
233,14,18,1,31.0,7500000,Василеостровский, Вадима Шефнера,14к1,Приморская,297570434,Вадима Шефнера 14к1,30.203444,59.9401
234,9,23,1,40.1,6500000,Невский,проспект Советский,41к1,Рыбацкое,298659871,проспект Советский 41к1,30.536,59.829748
235,10,11,1,28.9,10809500,Невский,Октябрьская набережная,86К2,Пролетарская,294042869,Октябрьская набережная 86К2,30.469651,59.872227
236,5,9,1,58.33,41000000,Петроградский,набережная Адмирала Лазарева,22,Чкаловская,299336700,набережная Адмирала Лазарева 22,30.277339,59.964377
237,10,11,1,41.0,5800000,Выборгский, Тихоокеанская,5,Проспект Просвещения,298736745,Тихоокеанская 5,30.241937,60.072197
238,5,10,1,39.5,9500000,Курортный, Гагаринская,77к1,Беговая,294184360,Гагаринская 77к1,30.342692,59.945837
239,17,25,1,43.1,24880294,Московский,Алтайская ,39,Московская,287028904,Алтайская 39,30.333134,59.849103
240,14,25,1,33.5,5899000,Невский,проспект Советский,39к1,Рыбацкое,297343485,проспект Советский 39к1,30.533557,59.829984
241,7,15,1,39.0,7200000,Выборгский,дорога Михайловская,14к1,Проспект Просвещения,296446881,дорога Михайловская 14к1,30.258906,60.070796
242,2,5,1,29.3,5690000,Выборгский, Орбели,31К2,Площадь Мужества,295940595,Орбели 31К2,30.34324,60.006471
243,1,4,1,34.3,6150247,Пушкинский,шоссе Колпинское,127,Купчино,296659706,шоссе Колпинское 127,30.480215,59.738162
244,13,13,1,33.7,15800000,Красногвардейский,Пискаревский проспект,1,Площадь Ленина,293254950,Пискаревский проспект 1,30.405421,59.957656
245,8,25,1,41.31,11218263,Приморский,Коломяжский проспект,13к2,Пионерская,297024654,Коломяжский проспект 13к2,30.302348,59.999615
246,9,10,1,46.7,9600000,Приморский,Мартыновская ,6,Комендантский проспект,296631786,Мартыновская 6,30.258816,60.021159
247,3,4,1,38.2,7050211,Пушкинский,шоссе Колпинское,127,Купчино,280678056,шоссе Колпинское 127,30.480215,59.738162
248,6,9,1,32.5,6300000,Невский,проспект Большевиков,13К3,Улица Дыбенко,292232141,проспект Большевиков 13К3,30.474726,59.910293
249,15,18,1,36.1,11335405,Адмиралтейский,бульвар Измайловский,11,Московские ворота,298656206,бульвар Измайловский 11,30.306094,59.896946
250,19,24,1,33.9,8500000,Красногвардейский,проспект Энергетиков,9К1,Ладожская,299583835,проспект Энергетиков 9К1,30.436278,59.937761
251,2,21,1,32.0,9300000,Фрунзенский, Турку,11к2,Международная,299055356,Турку 11к2,30.380942,59.865962
252,2,12,1,35.1,6750000,Выборгский,Манчестерская ,16,Удельная,297430999,Манчестерская 16,30.337419,60.012966
