,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,cian_id
5517,12,12,4,243.0,190000000,Центральный,Кирочная ,64,Чернышевская,294647620
5518,4,10,4,228.0,197287399,Петроградский,Вязовая ,8,Чкаловская,288282481
5519,4,10,4,228.0,197287399,Петроградский,Вязовая ,8,Крестовский остров,277970074
5520,3,7,4,198.0,200000000,Петроградский,Мытнинская набережная,5,Горьковская,298506520
5521,1,6,4,199.8,220000000,Петроградский,Спортивная ,2,Крестовский остров,296202225
5522,4,9,4,185.0,230000000,Центральный,набережная Воскресенская,32,Площадь Ленина,295678321
5523,4,4,4,254.7,231000000,Петроградский,Крестовский проспект,4,Крестовский остров,298277223
5524,4,4,4,257.4,231000000,Петроградский,Крестовский проспект,4,Крестовский остров,293619243
5525,4,6,4,203.0,295000000,Центральный,Большая Морская ,4,Адмиралтейская,294761095
5526,7,7,4,240.7,349000000,Центральный,Шпалерная ,26,Чернышевская,299336190
5527,7,7,4,240.7,349000000,Центральный,набережная Воскресенская,32,Площадь Ленина,297296551
5528,3,5,-1,88.6,860000,Петроградский, Мира,1,Горьковская,296611025
5529,6,7,4,192.7,260000000,Петроградский,Константиновский проспект,23,Крестовский остров,297260161
5530,4,5,-1,89.7,1880000,Невский,2-й Рабфаковский переулок,1К1,Обухово,298255790
5531,2,6,-1,73.7,2000000,Василеостровский,14-я Васильевского острова линия,45,Василеостровская,298911457
5532,5,9,-1,86.0,2450000,Колпинский,Раумская ,11,Шушары,296519985
5533,5,5,-1,10.76,2500000,Василеостровский,18-я Васильевского острова линия,13А,Василеостровская,295315758
5534,4,5,-1,73.8,3500000,Московский,Пулковское шоссе,97,Звездная,297548500
5535,5,5,-1,120.0,3550000,Центральный, Моисеенко,3/14,Площадь Восстания,297429425
5536,4,4,-1,107.0,3600000,Фрунзенский,Боровая ,58,Обводный канал,299652116
5537,8,9,-1,74.0,4800000,Фрунзенский, Турку,32К1,Проспект Славы,293959293
5538,7,10,-1,86.0,5000000,Фрунзенский,Бухарестская ,72К1,Международная,298483550
5539,3,3,-1,62.2,5100000,Центральный,1-я Советская ,10,Площадь Восстания,287411145
5540,3,5,4,64.0,5500000,Петродворцовый, Пулеметчиков,20,Проспект Ветеранов,285486992
5541,2,5,4,59.3,5950000,Колпинский,Пролетарская ,127,Шушары,294625624
5542,5,5,4,49.0,6400000,Кировский,Ленинский проспект,137К4,Ленинский проспект,294392900
5543,5,5,4,49.8,6400000,Кировский, Подводника Кузьмина,36,Ленинский проспект,272176725
5544,1,5,4,49.0,6450000,Кировский,Дачный проспект,9К6,Проспект Ветеранов,297376164
5545,4,5,4,49.2,6500000,Московский, Костюшко,54,Московская,294847362
5546,3,5,4,49.0,6500000,Кировский, Зины Портновой,14,Ленинский проспект,298944705
5547,3,5,4,49.5,6500000,Кировский,бульвар Новаторов,46,Ленинский проспект,297494537
5548,3,5,4,49.0,6600000,Красносельский, Пограничника Гарькавого,48К1,Проспект Ветеранов,295733397
5549,5,5,4,51.6,6750000,Московский,Ленинский проспект,148К2,Ленинский проспект,298257142
5550,5,6,4,47.9,6750000,Кировский,Краснопутиловская ,55,Автово,297274747
5551,3,5,4,49.1,6850000,Московский,Краснопутиловская ,117,Московская,298757068
5552,5,5,4,49.0,6950000,Московский,Краснопутиловская ,105,Ленинский проспект,287148007
5553,1,5,4,49.1,6999000,Кировский,Дачный проспект,20,Проспект Ветеранов,296508916
5554,4,5,4,49.1,6990000,Кировский,Дачный проспект,5К1,Проспект Ветеранов,298144402
5555,3,5,4,49.0,7000000,Кировский, Лени Голикова,46,Проспект Ветеранов,277725187
5556,1,5,4,48.9,7000000,Кировский, Подводника Кузьмина,13,Проспект Ветеранов,299357192
5557,3,5,4,48.6,7000000,Кировский,Дачный проспект,20,Проспект Ветеранов,297322786
5558,1,5,4,49.0,7000000,Кировский, Танкиста Хрустицкого,23,Проспект Ветеранов,288875854
5559,3,5,4,49.0,7199000,Кировский, Подводника Кузьмина,13,Проспект Ветеранов,299142294
5560,2,5,4,49.0,7200000,Кировский,бульвар Новаторов,68,Проспект Ветеранов,296944525
5561,1,5,4,49.0,7350000,Фрунзенский, Белы Куна,26К2,Международная,299145721
5562,1,5,4,48.6,7499000,Кировский,бульвар Новаторов,60,Ленинский проспект,298165768
5563,3,9,4,68.0,7490000,Красносельский,Кингисеппское шоссе,10к1,,297444378
5564,2,5,4,58.7,7500000,Кировский, Примакова,6,Автово,299470030
5565,2,5,4,49.4,7500000,Кировский, Солдата Корзуна,54,Проспект Ветеранов,298133101
5566,4,5,4,60.2,7500000,Кировский, Танкиста Хрустицкого,33,Проспект Ветеранов,286148624
5567,3,5,4,49.1,7500000,Кировский,бульвар Новаторов,86,Проспект Ветеранов,282636286
5568,4,5,4,49.0,7500000,Фрунзенский, Турку,8К4,Международная,299328943
5569,4,5,4,62.0,7500000,Красносельский,проспект Ленина,90,,298870559
5570,5,9,4,74.0,7500000,Колпинский,Раумская ,11,Шушары,296572787
5571,4,10,4,73.0,7600000,Красносельский, Коммунаров,114,Проспект Ветеранов,298633278
5572,2,5,4,49.3,7600000,Кировский, Зины Портновой,20,Ленинский проспект,299497225
5573,5,5,4,48.9,7600000,Красносельский,проспект Народного ополчения,241К3,Проспект Ветеранов,297448551
5574,1,5,4,48.5,7650000,Красносельский,проспект Народного ополчения,241К4,Проспект Ветеранов,297454290
5575,3,5,4,49.9,7700000,Кировский,Дачный проспект,24,Проспект Ветеранов,292389551
5576,5,5,4,60.2,7849999,Кировский,проспект Народного ополчения,31,Ленинский проспект,284247026
5577,4,5,4,49.0,7800000,Кировский,проспект Народного ополчения,93,Проспект Ветеранов,298081789
5578,4,5,4,59.5,7850000,Кировский,проспект Стачек,220К2,Проспект Ветеранов,294315717
5579,3,5,4,49.0,7900000,Кировский,Краснопутиловская ,57,Автово,297188751
5580,3,5,4,49.0,8000000,Кировский,Ленинский проспект,129К4,Ленинский проспект,298745516
5581,9,9,4,79.8,8000000,Колпинский,бульвар Трудящихся,15к3,Шушары,299111978
5582,5,5,4,48.1,8000000,Красносельский,проспект Народного ополчения,241К4,Проспект Ветеранов,278513551
5583,2,5,4,97.6,8200000,Красносельский, Политрука Пасечника,5к1,Проспект Ветеранов,293186280
5584,2,5,4,59.8,8200000,Кировский, Козлова,43К2,Проспект Ветеранов,295132563
5585,2,5,4,49.2,8290000,Кировский, Лени Голикова,36,Проспект Ветеранов,295185569
5586,3,5,4,60.0,8300000,Кировский,проспект Народного ополчения,111,Проспект Ветеранов,297153145
5587,1,2,4,54.2,8500000,Красногвардейский,Рябовское шоссе,21,Проспект Большевиков,296964337
5588,2,5,4,49.4,8500000,Фрунзенский, Белы Куна,13К3,Международная,290187061
5589,2,5,4,58.8,8500000,Кировский,Трамвайный проспект,19К1,Ленинский проспект,277448374
5590,2,9,4,62.4,8600000,Невский,Народная ,16,Ломоносовская,299248261
5591,5,5,4,59.1,8599999,Кировский, Лени Голикова,8,,297174800
5592,1,9,4,73.5,8600000,Выборгский, Сантьяго-де-Куба,6К2,Озерки,299088500
5593,7,9,4,71.5,8700000,Колпинский,Заводской проспект,16к2,Шушары,297644944
5594,8,9,4,91.9,8800000,Колпинский,Загородная ,62,Рыбацкое,293917297
5595,3,9,4,78.4,8900000,Колпинский,Пролетарская ,54,,257121919
5596,4,5,4,59.3,9000000,Кировский,Ленинский проспект,125К5,Ленинский проспект,298273636
5597,1,9,4,72.7,9000000,Красногвардейский,проспект Наставников,5К3,Ладожская,298421261
5598,2,2,4,81.6,9000000,Петродворцовый,Суворовская ,5к4,,299067734
5599,1,9,4,76.0,9000000,Невский,проспект Солидарности,8К5,Проспект Большевиков,294769303
5600,1,9,4,76.0,9000000,Красногвардейский,Хасанская ,8К1,Улица Дыбенко,293278575
5601,1,9,4,72.2,9150000,Красногвардейский,проспект Энтузиастов,51К3,Ладожская,286798549
5602,1,9,4,74.2,9150000,Фрунзенский,Бухарестская ,33К5,Международная,299065435
5603,6,6,4,74.8,9400000,Пушкинский,Ленсоветовский тер.,15,Шушары,293891803
5604,3,5,4,60.3,9450000,Фрунзенский,проспект Славы,30К4,Проспект Славы,297753632
5605,1,12,4,84.0,9499999,Красносельский, Пионерстроя,15К3,Ленинский проспект,296635295
5606,7,9,4,97.4,9500000,Красносельский,Красногородская ,19к1,Проспект Ветеранов,296875717
5607,4,5,4,59.3,9500000,Кировский, Лени Голикова,38,Проспект Ветеранов,299415034
5608,2,9,4,73.3,9500000,Калининский,Тихорецкий проспект,35,Политехническая,296413092
5609,4,14,4,78.0,9500000,Красногвардейский, Передовиков,29К1,,296067627
5610,5,8,-1,107.0,9600000,Петроградский,Каменноостровский проспект,65,Петроградская,298902647
5611,6,9,4,74.5,9700000,Невский,проспект Солидарности,9К2,Проспект Большевиков,291596837
5612,1,4,4,91.3,9700000,Колпинский,Пролетарская ,103,Рыбацкое,296781861
5613,8,10,4,87.5,9800000,Красногвардейский,Рябовское шоссе,121К2,Проспект Большевиков,298137930
5614,9,9,4,64.4,9800000,Фрунзенский,Софийская ,55,Международная,288769847
5615,1,10,4,80.8,9800000,Кировский, Козлова,15К2,Ленинский проспект,282490691
5616,3,5,4,59.5,9800000,Фрунзенский,проспект Славы,39,Проспект Славы,298482902
5617,4,5,4,85.6,9990000,Невский,2-й Рабфаковский переулок,1К1,Пролетарская,292909091
5618,1,9,4,73.6,9990000,Красногвардейский, Коммуны,44к2,Ладожская,298008542
5619,4,9,4,73.0,10000000,Приморский, Маршала Новикова,5,Комендантский проспект,291837339
5620,1,14,4,75.0,10000000,Красногвардейский, Коммуны,40,Новочеркасская,297219099
5621,1,5,4,90.0,10200000,Московский,Витебский проспект,23К4,Парк Победы,299081559
5622,7,9,4,72.0,10200000,Выборгский,Суздальский проспект,5К1,Озерки,284066987
5623,1,9,4,75.7,10165000,Выборгский,проспект Художников,43/14,Проспект Просвещения,297735340
5624,1,9,4,75.7,10250000,Выборгский,проспект Художников,43/14,Проспект Просвещения,298978975
5625,5,9,4,73.3,10250000,Выборгский,Суздальский проспект,9,Парнас,298220272
5626,7,9,4,73.2,10300000,Красногвардейский,проспект Косыгина,31к3Б,Улица Дыбенко,296684596
5627,12,14,4,74.6,10299999,Выборгский, Композиторов,19,Проспект Просвещения,298753013
5628,2,9,4,73.6,10250000,Калининский,Светлановский проспект,79,Политехническая,299037894
5629,1,10,4,86.8,10400000,Красносельский, Коммунаров,124,Проспект Ветеранов,296204857
5630,8,10,4,86.4,10399999,Красносельский,Кингисеппское шоссе,12к1,Проспект Ветеранов,298936830
5631,7,9,4,74.1,10480000,Выборгский,Северный проспект,16К1,Озерки,297008748
5632,7,9,4,75.0,10500000,Выборгский,проспект Энгельса,127,Проспект Просвещения,274930725
5633,9,9,4,74.2,10450000,Выборгский,проспект Просвещения,46К2,Проспект Просвещения,284437836
5634,5,5,4,48.6,10500000,Кировский,бульвар Новаторов,20,Ленинский проспект,299528934
5635,6,10,4,73.4,10500000,Фрунзенский, Турку,22К1,Международная,298020726
5636,3,6,-1,96.0,10500000,Невский, Бабушкина,73,Ломоносовская,296710067
5637,3,9,4,64.0,10590000,Фрунзенский, Белы Куна,2К1,Международная,296506914
5638,1,9,4,78.51,10600000,Фрунзенский,Софийская ,29К1,Международная,287480576
5639,3,9,4,74.0,10700000,Выборгский,Учебный переулок,12К2,Озерки,271567769
5640,1,9,4,88.6,10700000,Колпинский,Раумская ,15,Шушары,295338510
5641,9,14,4,75.0,10700000,Красносельский,проспект Ветеранов,142,Ленинский проспект,291384037
5642,6,14,4,74.0,10800000,Выборгский, Композиторов,15,Проспект Просвещения,297792180
5643,1,9,4,78.1,10999999,Выборгский,проспект Художников,27К1,Проспект Просвещения,299651385
5644,3,6,4,75.5,10980000,Адмиралтейский,Старо-Петергофский проспект,37,Нарвская,294792727
5645,10,14,4,74.8,10999000,Невский,Шлиссельбургский проспект,45,Рыбацкое,299658655
5646,5,9,4,73.3,10990000,Красногвардейский, Коммуны,28к2,Улица Дыбенко,299253437
5647,6,9,4,75.1,11000000,Невский, Коллонтай,21К2,Проспект Большевиков,298165378
5648,5,11,4,73.1,11000000,Московский,Дунайский проспект,26/77,Звездная,298481837
5649,6,9,4,76.7,11000000,Выборгский,проспект Художников,31К1,Проспект Просвещения,292847240
5650,4,10,4,72.2,11000000,Московский,Дунайский проспект,5,Звездная,284763025
5651,5,9,4,77.2,11090000,Невский, Дыбенко,11К1,Улица Дыбенко,298035698
5652,8,9,4,76.4,11100000,Фрунзенский, Белы Куна,7К1,Международная,299397242
5653,8,9,4,77.5,11200000,Невский, Дыбенко,36К1,Улица Дыбенко,298840190
5654,3,9,4,72.9,11300000,Невский, Подвойского,42,Улица Дыбенко,289318628
5655,7,7,4,74.0,11300000,Адмиралтейский,Бронницкая ,37,Фрунзенская,287617975
5656,1,10,4,89.2,11500000,Красносельский, Маршала Казакова,38К1,Автово,297812159
5657,8,10,4,73.4,11500000,Приморский,Планерная ,23К2,Комендантский проспект,297583927
5658,6,25,4,108.0,11500000,Пушкинский,проспект Новгородский,4,Купчино,294995837
5659,8,9,4,74.0,11500000,Выборгский,Учебный переулок,12К2,Озерки,297813093
5660,9,9,4,73.0,11500000,Выборгский,Поэтический бульвар,5,Проспект Просвещения,295902355
5661,5,9,4,79.7,11500000,Невский,проспект Солидарности,9К1,Проспект Большевиков,279396389
5662,5,7,4,73.0,11500000,Кронштадтский,Посадская ,1/82,,296476976
5663,24,27,4,90.7,11650000,Выборгский, Архитектора Белова,6к3,Парнас,272854337
5664,9,9,4,73.4,11750000,Фрунзенский,Купчинская ,20К4,Дунайская,298428387
5665,3,14,4,82.7,11890000,Петродворцовый,Ботаническая ,18к4,,299615243
5666,2,11,4,93.9,11990000,Пушкинский,Московское шоссе,262к3,Купчино,297724090
5667,12,14,4,74.1,11999998,Невский,Шлиссельбургский проспект,41,Рыбацкое,291459291
5668,9,10,4,88.0,11900000,Колпинский,Тверская ,33,Шушары,273336479
5669,2,9,4,73.4,11900000,Выборгский, Сантьяго-де-Куба,8К1,Озерки,280011824
5670,7,18,4,92.9,12000000,Красногвардейский,проспект Маршака,4,Девяткино,298754322
5671,6,6,4,59.7,12000000,Петроградский,Большая Монетная ,7,Горьковская,290704157
5672,4,7,4,98.4,12000000,Василеостровский,10-я Васильевского острова линия,15Б,Василеостровская,295908567
5673,1,10,4,90.0,12000000,Приморский,Долгоозерная ,7,Комендантский проспект,297737043
5674,2,14,4,74.2,12000000,Красносельский,Ленинский проспект,96К3,Автово,290717286
5675,6,14,4,74.6,12000000,Красногвардейский, Передовиков,37,Новочеркасская,296908142
5676,6,7,4,90.2,12299999,Василеостровский,18-я Васильевского острова линия,23,Василеостровская,298379593
5677,5,5,4,69.2,12300000,Центральный,8-я Советская ,34,Площадь Восстания,293912994
5678,9,10,4,87.7,12250000,Приморский,Планерная ,77,Комендантский проспект,294602178
5679,2,5,4,108.8,12498000,Невский, Седова,19,Елизаровская,296934817
5680,12,14,4,75.0,12500000,Невский,Шлиссельбургский проспект,45,Рыбацкое,298978939
5681,6,7,4,92.0,12500000,Василеостровский,18-я Васильевского острова линия,23,Василеостровская,297841334
5682,14,14,4,71.3,12500000,Красносельский,2-я Комсомольская ,42,Проспект Ветеранов,288004038
5683,3,4,4,97.8,12500000,Колпинский,проспект Ленина,17/10,Шушары,286120274
5684,9,18,4,69.9,12500000,Красносельский,2-я Комсомольская ,40к3,Проспект Ветеранов,295261064
5685,1,9,4,80.7,12500000,Фрунзенский,Загребский бульвар,31/5,Дунайская,268660441
5686,6,10,4,100.9,12699000,Выборгский,Приозерское шоссе,16к4,Проспект Просвещения,285032535
5687,3,14,4,75.0,12690000,Невский, Латышских Стрелков,5К2,Проспект Большевиков,296215933
5688,5,5,4,83.0,12800000,Центральный,Гончарная ,11а,Площадь Восстания,272505309
5689,2,9,4,74.1,12900000,Выборгский,Придорожная аллея,3К1,Проспект Просвещения,296636529
5690,4,4,4,81.5,12900000,Пушкинский, Красной Звезды,24,,298927596
5691,7,18,4,93.3,12990000,Красногвардейский,проспект Маршака,4,Девяткино,298883102
5692,3,4,4,80.0,12950000,Центральный,набережная Обводного Канала,57,Обводный канал,296134088
5693,10,18,4,95.5,12900000,Красногвардейский, Даниила Хармса,6,Гражданский проспект,290521422
5694,9,9,4,82.1,12990000,Красносельский, Партизана Германа,12,Ленинский проспект,289696749
5695,6,9,4,89.3,12900000,Красносельский,Петергофское шоссе,84к15,,293510459
5696,7,9,4,77.7,13000000,Калининский, Софьи Ковалевской,18,Академическая,294467371
5697,1,10,4,73.3,13000000,Калининский, Академика Байкова,9,Политехническая,298411709
5698,2,3,4,110.0,13000000,Красносельский,Стрельнинское шоссе,37,Ленинский проспект,294476079
5699,5,5,-1,100.0,13000000,Василеостровский,16-я Васильевского острова линия,25Б,Василеостровская,296309998
5700,9,10,4,78.2,13200000,Выборгский,проспект Просвещения,41,Проспект Просвещения,296750717
5701,4,9,4,82.6,13300000,Красносельский, Партизана Германа,12,Проспект Ветеранов,299151980
5702,5,7,4,76.8,13500000,Адмиралтейский,Большой Казачий переулок,9,Сенная площадь,298760830
5703,1,9,4,77.7,13500000,Невский, Антонова-Овсеенко,25К1,Улица Дыбенко,294850376
5704,1,10,4,88.0,13500000,Приморский,Планерная ,67К1,Комендантский проспект,296396297
5705,6,6,4,89.0,13500000,Адмиралтейский,Угловой переулок,7,Фрунзенская,286418259
5706,6,6,4,86.2,13500000,Петроградский,Чкаловский проспект,60,Петроградская,292044105
5707,6,9,4,94.0,13500000,Выборгский,проспект Энгельса,135,Проспект Просвещения,295693901
5708,2,7,4,86.0,13500000,Петроградский, Всеволода Вишневского,14,Петроградская,295403571
5709,4,6,4,81.4,13600000,Адмиралтейский,Курляндская ,8,Балтийская,297272136
5710,4,7,4,104.3,13600000,Кировский,Кронштадтская ,20,Автово,299414215
5711,8,9,4,73.0,13650000,Приморский, Маршала Новикова,5,Комендантский проспект,297810890
5712,2,9,4,81.1,13760000,Василеостровский,Наличная ,36К5,Приморская,293804428
5713,3,6,4,65.1,13700000,Петроградский,Лахтинская ,9,Чкаловская,296507530
5714,1,8,4,83.4,13700000,Московский,проспект Юрия Гагарина,27,Московская,298974003
5715,7,8,4,79.8,13700000,Центральный, Марата,36-38,Владимирская,280312705
5716,4,5,4,75.6,13700000,Московский,Московский проспект,127,Московские ворота,287648077
5717,5,6,4,73.4,13800000,Центральный,Социалистическая ,3,Звенигородская,293402580
5718,2,10,4,81.0,13900000,Василеостровский,Наличная ,36К5,Приморская,270414233
5719,13,16,4,93.3,13800000,Красногвардейский,Полюстрово,68к2,Девяткино,280400916
5720,3,3,4,116.8,13899999,Колпинский,Центральная ,,Рыбацкое,294457786
5721,4,12,4,95.3,14000000,Невский,Рыбацкий проспект,49К2,Рыбацкое,293909511
5722,2,4,4,77.3,14000000,Курортный, Первого Мая,2,,296401032
5723,4,5,4,98.0,13950000,Василеостровский,10-я Васильевского острова линия,15,Василеостровская,293820522
5724,2,3,4,85.3,14000000,Кировский,Дачный проспект,23К4,Проспект Ветеранов,298474321
5725,2,4,4,77.2,14000000,Центральный,Лиговский проспект,48В,Лиговский проспект,296012240
5726,8,9,4,74.8,14000000,Фрунзенский, Турку,22К1,Международная,295379200
5727,1,10,4,75.9,13995000,Калининский,Тимуровская ,30К1,Гражданский проспект,298841650
5728,3,10,4,86.1,14000000,Приморский, Шаврова,5к2В,Комендантский проспект,299226175
5729,3,6,4,112.0,14000000,Пушкинский, Галицкая,6к5,Шушары,284696221
5730,3,4,4,85.0,14200000,Кронштадтский, Карла Маркса,21,,295749351
5731,5,7,4,89.4,14100000,Адмиралтейский,Старо-Петергофский проспект,37,Нарвская,298763371
5732,5,5,4,93.1,14350000,Петроградский,Большая Пушкарская ,29,Петроградская,295413930
5733,8,18,4,93.7,14290000,Красногвардейский, Даниила Хармса,4,,297842223
5734,3,5,4,99.8,14499000,Фрунзенский,Лиговский проспект,237,Обводный канал,298891112
5735,2,5,4,75.2,14400000,Центральный, Марата,70а-70б,Звенигородская,297085431
5736,1,3,4,84.5,14400000,Василеостровский,1-я Васильевского острова линия,32,Спортивная,295048648
5737,1,17,4,85.3,14500000,Приморский, Савушкина,130К2,Беговая,288049823
5738,2,12,4,95.6,14500000,Невский,Шлиссельбургский проспект,14К1,Рыбацкое,299239207
5739,5,5,4,119.0,14500000,Центральный, Марата,77,Звенигородская,289697027
5740,1,9,4,78.9,14499000,Выборгский, Кустодиева,20К1,Проспект Просвещения,299281649
5741,1,10,4,78.9,14499000,Выборгский, Кустодиева,20К1,Проспект Просвещения,296558493
5742,4,7,4,88.0,14799000,Московский,Смоленская ,1Д,Фрунзенская,294846761
5743,9,10,4,87.4,14700000,Невский,Искровский проспект,2,Проспект Большевиков,293983197
5744,5,12,4,94.0,14700000,Приморский,Приморский проспект,141К2,Беговая,289424733
5745,5,6,4,111.0,14900000,Кировский, Трефолева,3,Нарвская,278633025
5746,2,7,4,94.4,14850000,Адмиралтейский,Курляндская ,6-8,Балтийская,278019630
5747,7,18,4,107.2,14900000,Московский,5-й Предпортовый проезд,12к1,,285533494
5748,2,5,4,80.0,15000000,Центральный,Волоколамский переулок,3,Площадь Восстания,257586529
5749,1,5,4,90.5,15000000,Московский,проспект Космонавтов,20К2,Московская,296781828
5750,5,5,4,116.0,15000000,Центральный,Суворовский проспект,47,Площадь Восстания,299028250
5751,3,5,4,99.8,15000000,Фрунзенский,Лиговский проспект,237,Обводный канал,295712516
5752,5,7,4,74.7,15000000,Василеостровский, Опочинина,17,Василеостровская,299527203
5753,5,6,-1,136.3,15000000,Петроградский,Малая Посадская ,15,Горьковская,298519197
5754,1,12,4,93.9,15200000,Приморский,Приморский проспект,141К2,Беговая,284400404
5755,2,16,4,119.8,15100000,Красногвардейский,проспект Ударников,22К1,Улица Дыбенко,299132105
5756,19,20,4,99.8,15250000,Красносельский, Маршала Казакова,68к1,,284307059
5757,6,17,4,95.5,15300000,Красногвардейский,Ковалевская ,20к3,Ладожская,296050282
5758,1,9,4,110.0,15499000,Красносельский, Маршала Захарова,18к2,Автово,297011976
5759,5,14,4,104.9,15500000,Выборгский, Тихоокеанская,14к2,Проспект Просвещения,299577737
5760,3,6,4,79.8,15499999,Петроградский,Съезжинская ,24Б,Спортивная,298419597
5761,2,5,4,75.9,15560000,Петроградский,Каменноостровский проспект,6Г,Горьковская,299192495
5762,2,6,4,99.6,15500000,Центральный, Марата,57,Лиговский проспект,298086249
5763,3,12,4,96.2,15500000,Приморский,проспект Королева,34К1,Комендантский проспект,298731698
5764,1,6,4,73.4,15500000,Адмиралтейский,переулок Бойцова,4В,Садовая,291695499
5765,3,4,4,74.3,15500000,Василеостровский,1-я Васильевского острова линия,22,Спортивная,297032492
5766,1,5,4,84.2,15500000,Центральный,Кирилловская ,6,Площадь Александра Невского,288539575
5767,3,6,4,85.0,15700000,Центральный,Пушкинская ,11,Маяковская,299659722
5768,3,3,4,99.1,15690000,Красногвардейский,Среднеохтинский проспект,23,Новочеркасская,294571475
5769,2,5,4,72.1,15600000,Московский,Московский проспект,127литЗ,Московские ворота,297430693
5770,5,14,4,91.0,15600000,Василеостровский, Кораблестроителей,46к1В,Приморская,286812768
5771,4,5,4,100.6,15700000,Центральный,Невский проспект,154,Площадь Александра Невского,284800963
5772,4,6,4,101.2,15790000,Адмиралтейский,Серпуховская ,48,Технологический институт,274403633
5773,9,16,4,86.0,15850000,Калининский, Карпинского,33к1,Академическая,295390244
5774,1,12,4,88.0,15850000,Приморский,Камышовая ,42К1,Комендантский проспект,290512157
5775,2,5,4,89.1,16000000,Курортный,Комсомольская ,10,Беговая,299172974
5776,12,19,4,108.0,15900000,Московский,5-й Предпортовый проезд,12к1,Звездная,280450416
5777,4,6,4,95.7,16000000,Калининский,Кондратьевский проспект,42,Выборгская,299525260
5778,5,5,4,95.0,15990000,Петроградский, Воскова,8/5,Горьковская,297103767
5779,3,6,4,111.6,16000000,Петроградский, Подрезова,26бБ,Чкаловская,287170967
5780,3,4,4,95.9,16000000,Фрунзенский,Лиговский проспект,247,Обводный канал,297754146
5781,3,4,4,96.0,16000000,Фрунзенский,Лиговский проспект,247,Обводный канал,297681677
5782,4,7,4,109.5,15970000,Адмиралтейский,Подольская ,38,Технологический институт,283478570
5783,4,4,4,81.2,16000000,Петроградский,Мончегорская ,10б,Чкаловская,274206709
5784,4,12,4,95.8,15990000,Невский,Рыбацкий проспект,49К2,Рыбацкое,274312879
5785,5,9,4,96.0,16000000,Калининский, Руставели,58К1,Гражданский проспект,295193231
5786,3,4,4,74.5,16000000,Петроградский, Полозова,21,Чкаловская,292945920
5787,1,12,4,95.3,16300000,Невский,Рыбацкий проспект,47,Рыбацкое,299121011
5788,5,6,4,85.9,16200000,Петроградский,Большая Монетная ,22,Петроградская,298401527
5789,4,6,4,81.0,16350000,Московский,Смоленская ,1Д,Московские ворота,296476982
5790,2,5,4,100.6,16300000,Кировский,Оборонная ,14,Нарвская,286554052
5791,15,16,4,105.5,16250000,Невский,Союзный проспект,6к1,Проспект Большевиков,297942842
5792,3,5,4,90.1,16320000,Невский, Полярников,15,Ломоносовская,285791228
5793,2,5,4,92.8,16500000,Красногвардейский,Среднеохтинский проспект,4,Новочеркасская,293864694
5794,7,10,4,74.6,16499999,Невский, Чудновского,8к4,Проспект Большевиков,298682144
5795,2,4,4,74.0,16500000,Василеостровский,18-я Васильевского острова линия,11,Василеостровская,293959533
5796,9,19,4,113.4,16400000,Красносельский,Ленинский проспект,55к1,Ленинский проспект,294789025
5797,5,5,4,98.0,16500000,Кировский,Огородный переулок,2,Кировский завод,298851117
5798,2,6,4,113.0,16500000,Адмиралтейский,Московский проспект,50,Технологический институт,290202231
5799,5,6,4,80.6,16400000,Василеостровский,4-я Васильевского острова линия,39,Спортивная,296290803
5800,4,8,4,90.0,16480000,Выборгский,Лесной проспект,61к1,Лесная,293102795
5801,3,7,4,84.3,16500000,Адмиралтейский,переулок Бойцова,4В,Садовая,284722578
5802,3,5,4,94.1,16500000,Выборгский,проспект Энгельса,70/1,Удельная,287616740
5803,2,3,4,100.1,16500000,Адмиралтейский, Якубовича,14,Адмиралтейская,281166370
5804,2,4,4,83.0,16700000,Центральный,Полтавская ,14,Площадь Восстания,299015308
5805,7,7,4,84.2,16750000,Центральный,Мытнинская ,9,,294857663
5806,1,5,4,100.5,16800000,Петроградский, Красного Курсанта,26,Чкаловская,296046319
5807,2,6,4,89.9,16700000,Приморский,Белоостровская ,25,Черная речка,296487467
5808,5,10,4,89.1,16700000,Приморский, Ильюшина,6,Комендантский проспект,297847251
5809,2,4,4,76.5,16790000,Петроградский,Петровский проспект,3,Чкаловская,293216356
5810,2,4,4,83.0,16700000,Центральный,Полтавская ,14,Площадь Восстания,298510221
5811,2,6,4,98.1,16700000,Адмиралтейский,Старо-Петергофский проспект,37,Нарвская,295880561
5812,1,5,4,100.0,16750000,Приморский,Торжковская ,2К3,Черная речка,291581258
5813,2,6,4,89.9,16900000,Приморский,Белоостровская ,25,Черная речка,296092909
5814,6,6,4,109.1,16950000,Центральный, Константина Заслонова,9/4Б,Лиговский проспект,297038579
5815,3,5,4,90.6,17000000,Центральный,Гончарная ,11а,Площадь Восстания,294231573
5816,5,6,4,88.6,17000000,Василеостровский,7-я Васильевского острова линия,26,Василеостровская,267986618
5817,4,6,4,90.4,17000000,Петроградский,Большая Посадская ,9/5Б,Горьковская,279178028
5818,2,5,4,121.0,17300000,Центральный, Рылеева,21,Чернышевская,292278052
5819,9,12,4,81.7,17300000,Василеостровский, Кораблестроителей,29К2,Приморская,295933676
5820,4,4,4,146.0,17250000,Адмиралтейский,проспект Римского-Корсакова,97,Балтийская,292540314
